CaseId,Title,Archetype,ArchetypeName,PrimaryStateOwner,Grains,DataContracts,Detectors,DetectionMode,AIRole
CASE-336,Volume-Pulse Manipulation,coordination,Related-account / coordinated-group behavior,CoordinationWindowGrain,CoordinationWindowGrain;RelationshipGrain;AccountGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;RelationshipEvent;AccountReference,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching,Rules + relationship/beneficial-owner data; AI/ML optional for unknown clusters,Optional later for discovering unknown clusters; known relationships remain deterministic.
CASE-337,Trade-Cluster Momentum Manipulation,price_momentum,Price / momentum / tape manipulation,InstrumentGrain,InstrumentGrain;OrderBookGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;MarketStateEvent,Auction Indicative-Price Impact; Price Impact; Volume Participation,Rules; external promotion data may enrich pump/rumor variants,Not required for core detection.
CASE-338,Quote-and-Trade Combination Manipulation,price_momentum,Price / momentum / tape manipulation,InstrumentGrain,InstrumentGrain;OrderBookGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;MarketStateEvent,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration,Rules; external promotion data may enrich pump/rumor variants,Not required for core detection.
CASE-339,Uneconomic Value-Transfer Trading,coordination,Related-account / coordinated-group behavior,CoordinationWindowGrain,CoordinationWindowGrain;RelationshipGrain;AccountGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;RelationshipEvent;AccountReference,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching,Rules + relationship/beneficial-owner data; AI/ML optional for unknown clusters,Optional later for discovering unknown clusters; known relationships remain deterministic.
CASE-340,Profit-Transfer Matched Trading,wash_matched,Wash / matched / self / circular trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;AccountGrain;BeneficialOwnerGrain;RelationshipGrain;CoordinationWindowGrain;RuleEvaluationWorkerGrain,ExecutionEvent;RelationshipEvent;AccountReference,Self / Related Beneficial Owner; Time / Price / Quantity Matching; Circular Transaction Graph; Related-Account Graph,Rules; AI not required; ownership/reference data strongly improves detection,Optional later for unknown coordination clusters; not required for known-rule detection.
CASE-341,Loss-Transfer Matched Trading,wash_matched,Wash / matched / self / circular trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;AccountGrain;BeneficialOwnerGrain;RelationshipGrain;CoordinationWindowGrain;RuleEvaluationWorkerGrain,ExecutionEvent;RelationshipEvent;AccountReference,Self / Related Beneficial Owner; Time / Price / Quantity Matching; Circular Transaction Graph; Related-Account Graph,Rules; AI not required; ownership/reference data strongly improves detection,Optional later for unknown coordination clusters; not required for known-rule detection.
CASE-342,Client-to-Proprietary Value Transfer,broker_conduct,Broker/customer trading conduct,AccountGrain,AccountGrain;TraderGrain;ClientOrderWindowGrain;PositionGrain;RuleEvaluationWorkerGrain,ClientOrderEvent;ExecutionEvent;AccountAuthorizationEvent;FeeEvent;PositionEvent,Time / Price / Quantity Matching; Trade-Report Timing / Accuracy; Price Impact,"Rules + account, fee, authorization and broker records; AI not required",Not required.
CASE-343,Proprietary-to-Favored-Client Value Transfer,broker_conduct,Broker/customer trading conduct,AccountGrain,AccountGrain;TraderGrain;ClientOrderWindowGrain;PositionGrain;RuleEvaluationWorkerGrain,ClientOrderEvent;ExecutionEvent;AccountAuthorizationEvent;FeeEvent;PositionEvent,Time / Price / Quantity Matching; Trade-Report Timing / Accuracy; Price Impact,"Rules + account, fee, authorization and broker records; AI not required",Not required.
CASE-344,Multi-Venue Wash Trading,wash_matched,Wash / matched / self / circular trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;AccountGrain;BeneficialOwnerGrain;RelationshipGrain;CoordinationWindowGrain;RuleEvaluationWorkerGrain,ExecutionEvent;RelationshipEvent;AccountReference,Self / Related Beneficial Owner; Time / Price / Quantity Matching; Circular Transaction Graph; Related-Account Graph; Cross-Venue Synchronization,Rules; AI not required; ownership/reference data strongly improves detection,Optional later for unknown coordination clusters; not required for known-rule detection.
CASE-345,Cross-Product Wash Trading,wash_matched,Wash / matched / self / circular trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;AccountGrain;BeneficialOwnerGrain;RelationshipGrain;CoordinationWindowGrain;RuleEvaluationWorkerGrain,ExecutionEvent;RelationshipEvent;AccountReference,Self / Related Beneficial Owner; Time / Price / Quantity Matching; Circular Transaction Graph; Cross-Product Economic Benefit; Price Impact,Rules; AI not required; ownership/reference data strongly improves detection,Optional later for unknown coordination clusters; not required for known-rule detection.
CASE-346,Affiliate Wash Trading,wash_matched,Wash / matched / self / circular trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;AccountGrain;BeneficialOwnerGrain;RelationshipGrain;CoordinationWindowGrain;RuleEvaluationWorkerGrain,ExecutionEvent;RelationshipEvent;AccountReference,Self / Related Beneficial Owner; Time / Price / Quantity Matching; Circular Transaction Graph; Related-Account Graph,Rules; AI not required; ownership/reference data strongly improves detection,Optional later for unknown coordination clusters; not required for known-rule detection.
CASE-347,Omnibus Wash Trading,wash_matched,Wash / matched / self / circular trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;AccountGrain;BeneficialOwnerGrain;RelationshipGrain;CoordinationWindowGrain;RuleEvaluationWorkerGrain,ExecutionEvent;RelationshipEvent;AccountReference,Self / Related Beneficial Owner; Time / Price / Quantity Matching; Circular Transaction Graph; Related-Account Graph; Position Concentration,Rules; AI not required; ownership/reference data strongly improves detection,Optional later for unknown coordination clusters; not required for known-rule detection.
CASE-348,Split-Quantity Matched Trading,wash_matched,Wash / matched / self / circular trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;AccountGrain;BeneficialOwnerGrain;RelationshipGrain;CoordinationWindowGrain;RuleEvaluationWorkerGrain,ExecutionEvent;RelationshipEvent;AccountReference,Self / Related Beneficial Owner; Time / Price / Quantity Matching; Circular Transaction Graph,Rules; AI not required; ownership/reference data strongly improves detection,Optional later for unknown coordination clusters; not required for known-rule detection.
CASE-349,Staggered Matched Trading,wash_matched,Wash / matched / self / circular trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;AccountGrain;BeneficialOwnerGrain;RelationshipGrain;CoordinationWindowGrain;RuleEvaluationWorkerGrain,ExecutionEvent;RelationshipEvent;AccountReference,Self / Related Beneficial Owner; Time / Price / Quantity Matching; Circular Transaction Graph; Related-Account Graph,Rules; AI not required; ownership/reference data strongly improves detection,Optional later for unknown coordination clusters; not required for known-rule detection.
CASE-350,Intermediated Matched Trading,wash_matched,Wash / matched / self / circular trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;AccountGrain;BeneficialOwnerGrain;RelationshipGrain;CoordinationWindowGrain;RuleEvaluationWorkerGrain,ExecutionEvent;RelationshipEvent;AccountReference,Self / Related Beneficial Owner; Time / Price / Quantity Matching; Circular Transaction Graph,Rules; AI not required; ownership/reference data strongly improves detection,Optional later for unknown coordination clusters; not required for known-rule detection.
CASE-351,Variable-Quantity Circular Trading,wash_matched,Wash / matched / self / circular trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;AccountGrain;BeneficialOwnerGrain;RelationshipGrain;CoordinationWindowGrain;RuleEvaluationWorkerGrain,ExecutionEvent;RelationshipEvent;AccountReference,Self / Related Beneficial Owner; Time / Price / Quantity Matching; Circular Transaction Graph; Related-Account Graph,Rules; AI not required; ownership/reference data strongly improves detection,Optional later for unknown coordination clusters; not required for known-rule detection.
CASE-352,Cross-Venue Circular Trading,wash_matched,Wash / matched / self / circular trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;AccountGrain;BeneficialOwnerGrain;RelationshipGrain;CoordinationWindowGrain;RuleEvaluationWorkerGrain,ExecutionEvent;RelationshipEvent;AccountReference,Self / Related Beneficial Owner; Time / Price / Quantity Matching; Circular Transaction Graph; Cross-Venue Synchronization; Related-Account Graph,Rules; AI not required; ownership/reference data strongly improves detection,Optional later for unknown coordination clusters; not required for known-rule detection.
CASE-353,Synthetic Round-Trip Trading,wash_matched,Wash / matched / self / circular trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;AccountGrain;BeneficialOwnerGrain;RelationshipGrain;CoordinationWindowGrain;RuleEvaluationWorkerGrain,ExecutionEvent;RelationshipEvent;AccountReference,Cross-Product Economic Benefit; Price Impact; Volume Participation,Rules; AI not required; ownership/reference data strongly improves detection,Optional later for unknown coordination clusters; not required for known-rule detection.
CASE-354,Reverse Round-Trip Trading,wash_matched,Wash / matched / self / circular trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;AccountGrain;BeneficialOwnerGrain;RelationshipGrain;CoordinationWindowGrain;RuleEvaluationWorkerGrain,ExecutionEvent;RelationshipEvent;AccountReference,Price Impact; Volume Participation; Rapid Position Reversal,Rules; AI not required; ownership/reference data strongly improves detection,Optional later for unknown coordination clusters; not required for known-rule detection.
CASE-355,Closing-Print Wash Trading,wash_matched,Wash / matched / self / circular trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;AccountGrain;BeneficialOwnerGrain;RelationshipGrain;CoordinationWindowGrain;RuleEvaluationWorkerGrain,ExecutionEvent;RelationshipEvent;AccountReference,Self / Related Beneficial Owner; Time / Price / Quantity Matching; Circular Transaction Graph; Auction Indicative-Price Impact; Price Impact,Rules; AI not required; ownership/reference data strongly improves detection,Optional later for unknown coordination clusters; not required for known-rule detection.
CASE-356,Opening-Print Wash Trading,wash_matched,Wash / matched / self / circular trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;AccountGrain;BeneficialOwnerGrain;RelationshipGrain;CoordinationWindowGrain;RuleEvaluationWorkerGrain,ExecutionEvent;RelationshipEvent;AccountReference,Self / Related Beneficial Owner; Time / Price / Quantity Matching; Circular Transaction Graph; Auction Indicative-Price Impact; Price Impact,Rules; AI not required; ownership/reference data strongly improves detection,Optional later for unknown coordination clusters; not required for known-rule detection.
CASE-357,Benchmark-Window Wash Trading,wash_matched,Wash / matched / self / circular trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;AccountGrain;BeneficialOwnerGrain;RelationshipGrain;CoordinationWindowGrain;RuleEvaluationWorkerGrain,ExecutionEvent;RelationshipEvent;AccountReference,Self / Related Beneficial Owner; Time / Price / Quantity Matching; Circular Transaction Graph; Benchmark-Window Participation; Price Impact,Rules; AI not required; ownership/reference data strongly improves detection,Optional later for unknown coordination clusters; not required for known-rule detection.
CASE-358,VWAP-Window Concentration Manipulation,benchmark,Benchmark / VWAP / TWAP / settlement reference abuse,BenchmarkWindowGrain,BenchmarkWindowGrain;InstrumentGrain;ParticipantInstrumentGrain;PositionGrain;InstrumentRelationGrain;RuleEvaluationWorkerGrain,ExecutionEvent;BenchmarkEvent;PositionEvent;ReferencePriceEvent,Benchmark-Window Participation; Price Impact; Volume Participation,Rules; AI not required,Not required.
CASE-359,TWAP-Window Concentration Manipulation,benchmark,Benchmark / VWAP / TWAP / settlement reference abuse,BenchmarkWindowGrain,BenchmarkWindowGrain;InstrumentGrain;ParticipantInstrumentGrain;PositionGrain;InstrumentRelationGrain;RuleEvaluationWorkerGrain,ExecutionEvent;BenchmarkEvent;PositionEvent;ReferencePriceEvent,Benchmark-Window Participation; Price Impact; Volume Participation,Rules; AI not required,Not required.
CASE-360,Off-Market Cross Price Marking,benchmark,Benchmark / VWAP / TWAP / settlement reference abuse,BenchmarkWindowGrain,BenchmarkWindowGrain;InstrumentGrain;ParticipantInstrumentGrain;PositionGrain;InstrumentRelationGrain;RuleEvaluationWorkerGrain,ExecutionEvent;BenchmarkEvent;PositionEvent;ReferencePriceEvent,Price Impact; Volume Participation; Rapid Position Reversal,Rules; AI not required,Not required.
CASE-361,Negotiated-Cross Price Marking,benchmark,Benchmark / VWAP / TWAP / settlement reference abuse,BenchmarkWindowGrain,BenchmarkWindowGrain;InstrumentGrain;ParticipantInstrumentGrain;PositionGrain;InstrumentRelationGrain;RuleEvaluationWorkerGrain,ExecutionEvent;BenchmarkEvent;PositionEvent;ReferencePriceEvent,Price Impact; Volume Participation; Rapid Position Reversal,Rules; AI not required,Not required.
CASE-362,Banging the Close,price_momentum,Price / momentum / tape manipulation,InstrumentGrain,InstrumentGrain;OrderBookGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;MarketStateEvent,Auction Indicative-Price Impact; Price Impact; Volume Participation,Rules; external promotion data may enrich pump/rumor variants,Not required for core detection.
CASE-363,Banging the Open,auction_close,Opening / closing / auction manipulation,AuctionGrain,AuctionGrain;OrderBookGrain;InstrumentGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,AuctionEvent;OrderEvent;ExecutionEvent;MarketPhaseEvent,Auction Indicative-Price Impact; Price Impact; Volume Participation,Rules; AI not required,Not required.
CASE-364,End-of-Month Marking,benchmark,Benchmark / VWAP / TWAP / settlement reference abuse,BenchmarkWindowGrain,BenchmarkWindowGrain;InstrumentGrain;ParticipantInstrumentGrain;PositionGrain;InstrumentRelationGrain;RuleEvaluationWorkerGrain,ExecutionEvent;BenchmarkEvent;PositionEvent;ReferencePriceEvent,Benchmark-Window Participation; Price Impact; Volume Participation,Rules; AI not required,Not required.
CASE-365,Quarter-End Marking,price_momentum,Price / momentum / tape manipulation,InstrumentGrain,InstrumentGrain;OrderBookGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;MarketStateEvent,Benchmark-Window Participation; Price Impact; Volume Participation,Rules; external promotion data may enrich pump/rumor variants,Not required for core detection.
CASE-366,Year-End Marking,price_momentum,Price / momentum / tape manipulation,InstrumentGrain,InstrumentGrain;OrderBookGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;MarketStateEvent,Benchmark-Window Participation; Price Impact; Volume Participation,Rules; external promotion data may enrich pump/rumor variants,Not required for core detection.
CASE-367,Index-Rebalance Close Manipulation,price_momentum,Price / momentum / tape manipulation,InstrumentGrain,InstrumentGrain;OrderBookGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;MarketStateEvent,Auction Indicative-Price Impact; Price Impact; Volume Participation; Benchmark-Window Participation; Cross-Product Economic Benefit,Rules; external promotion data may enrich pump/rumor variants,Not required for core detection.
